1120002|01120|A|4584715.18044|507404.780227|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé,DAB (Distributeur automatique de billets)
1120003|01120|A|4585103|505543|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Bar,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé
1120004|01120|R|4585300|505900|Boutique alimentaire,Restauration à emporter,Carburant additivé,Location de véhicule,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1120005|01120|R|4584700|504800|Station de gonflage,Location de véhicule,Lavage automatique,Automate CB 24/24,DAB (Distributeur automatique de billets)
1120006|01120|R|4584600|504100|Boutique non alimentaire,Location de véhicule,Lavage manuel,Services réparation / entretien,Automate CB 24/24
1120007|01120|A|4584500|507000|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé
1120008|01120|A|4584700|507400|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé,DAB (Distributeur automatique de billets)
1130001|01130|R|4615785|560352|Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Services réparation / entretien,DAB (Distributeur automatique de billets)
1130002|01130|R|4616700|569100|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1130003|01130|R|4615800|560400|Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1140001|01140|R|4618000|481700|Laverie,Location de véhicule,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
1150001|01150|R|4590200|534600|Laverie,Station de gonflage,Location de véhicule,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1150002|01150|R|4583900|527800|Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Vente de fioul domestique,Station de gonflage,Carburant additivé,Aire de camping-cars,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane),Wifi,Automate CB 24/24,DAB (Distributeur automatique de billets)
1160001|01160|R|4605335.06156|533741.036717|Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage manuel,DAB (Distributeur automatique de billets)
1160002|01160|R|4604000|534200|Toilettes publiques,Laverie,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Aire de camping-cars,Location de véhicule,Piste poids lourds,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1160003|01160|R|4607400|537600|Toilettes publiques,Station de gonflage,Location de véhicule,Lavage automatique,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1160005|01160|R|4605335.06156|533741.036717|
1170001|01170|R|4629300|607900|Toilettes publiques,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Vente de pétrole lampant,Location de véhicule,Piste poids lourds,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1170002|01170|R|4632200|605300|Boutique alimentaire,Boutique non alimentaire,Bar,Piste poids lourds,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1170003|01170|R|4633755|607534|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1170005|01170|R|4633522|605800|Toilettes publiques,Relais colis,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1190001|01190|R|4644200|497000|Toilettes publiques,Laverie,Boutique alimentaire,Boutique non alimentaire,Aire de camping-cars,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
1200001|01200|R|4610600|582300|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1200003|01200|R|4612400|581200|Vente de pétrole lampant,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1200004|01200|R|||
1210001|01210|R|4625303|611817|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1210002|01210|R|4625216.84169|611755.425253|Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Lavage manuel,Services réparation / entretien,DAB (Distributeur automatique de billets)
1210003|01210|R|4624400|609500|Station de gonflage,Piste poids lourds,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1220001|01220|R|4634300|614100|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Carburant additivé,Location de véhicule,Espace bébé,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1230002|01230|R|4594200|543200|Toilettes publiques,Station de gonflage,Carburant additivé,Espace bébé,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Wifi,Automate CB 24/24
1230003|01230|R|4592100|539400|Toilettes publiques,Station de gonflage,Carburant additivé,Piste poids lourds,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1250001|01250|A|4620355.8237727|529588.28488323|Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,DAB (Distributeur automatique de billets)
1250002|01250|A|4620500|529500|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé
1250004|01250|R|4613408|528880|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Vente de fioul domestique,Station de gonflage,Carburant additivé,Piste poids lourds,Vente de gaz domestique (Butane, Propane)
1250005|01250|A|4620355.8237727|529588.28488323|
1250006|01250|R|4617972.0878139|532494.62851004|Vente de gaz domestique (Butane, Propane),Automate CB 24/24
1270002|01270|R|4638325|534553|Toilettes publiques,Boutique non alimentaire,Restauration à emporter,Station de gonflage,Carburant additivé,Piste poids lourds,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1270003|01270|R|4638200|534500|Laverie,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Automate CB 24/24
1290001|01290|R|4625500|489000|Toilettes publiques,Relais colis,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Location de véhicule,Lavage automatique,Vente de gaz domestique (Butane, Propane),Bornes électriques,Automate CB 24/24,DAB (Distributeur automatique de billets)
1300001|01300|R|4576000|568600|Station de gonflage,Lavage automatique,Lavage manuel
1300002|01300|R|4575572|568334|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1300003|01300|R|4577800|568900|Toilettes publiques,Laverie,Lavage automatique,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1310001|01310|R|4625082.58935|511211.332738|Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Lavage manuel,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1310003|01310|R|4625600|505700|Station de gonflage,Aire de camping-cars,Piste poids lourds,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1310005|01310|R|4625500|505900|Relais colis,Station de gonflage,Aire de camping-cars,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
1320001|01320|R|4599100|516900|Boutique non alimentaire,Station de gonflage,Carburant additivé,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1320002|01320|R|4599800|517700|Toilettes publiques,Laverie,Relais colis,Restauration à emporter,Station de gonflage,Vente de gaz domestique (Butane, Propane),Wifi,Automate CB 24/24,DAB (Distributeur automatique de billets)
1320003|01320|R|4599849.6609243|517434.68850728|Laverie,Station de gonflage,Vente de gaz domestique (Butane, Propane)
1320004|01320|R|4599855.2680838|517427.58060087|Toilettes publiques,Laverie,Relais colis,Boutique alimentaire,Station de gonflage,Vente de gaz domestique (Butane, Propane)
1330001|01330|R|4599868|489864|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1330002|01330|R|4600700|503500|Toilettes publiques,Laverie,Relais colis,Station de gonflage,Location de véhicule,Piste poids lourds,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1330003|01330|R|4599900|489900|Boutique alimentaire,Boutique non alimentaire,Piste poids lourds,Services réparation / entretien,Bornes électriques,Vente d'additifs carburants,Automate CB 24/24
1340002|01340|R|4632300|513700|Boutique non alimentaire,Station de gonflage,Carburant additivé,Lavage automatique,Lavage manuel,Services réparation / entretien,Automate CB 24/24
1340003|01340|R|4634600|512600|Laverie,Station de gonflage,Location de véhicule,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1340004|01340|R|4627900|516500|Boutique non alimentaire,Station de gonflage,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1340005|01340|R|4633472.64|512600.21|Toilettes publiques,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Location de véhicule
1350001|01350|R|4584800|578500|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1350003|01350|R|4584829.0858556|577006.40752309|Station de gonflage,Lavage automatique,Lavage manuel,Automate CB 24/24,DAB (Distributeur automatique de billets)
1350004|01350|R|4584733.2623162|578691.58896959|Laverie,Boutique alimentaire,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
1360002|01360|R|4584900|512000|Boutique alimentaire,Carburant additivé,Piste poids lourds,Lavage automatique,Lavage manuel,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1360003|01360|R|4583323.6|509681.94|Boutique alimentaire,Station de gonflage,Carburant additivé,Lavage automatique,Lavage manuel,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants
1370001|01370|R|4628100|528900|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Station de gonflage,Carburant additivé,Aire de camping-cars,Piste poids lourds,Lavage automatique,Lavage manuel,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1370003|01370|R|4627000|529300|Laverie,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1380001|01380|R|4631300|494200|Automate CB 24/24
1390001|01390|R|4592700|495800|Toilettes publiques,Relais colis,Restauration à emporter,Location de véhicule,Vente de gaz domestique (Butane, Propane),Wifi,DAB (Distributeur automatique de billets)
1390002|01390|R|4592800|498800|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Location de véhicule,Piste poids lourds,Lavage automatique,Lavage manuel,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Wifi,DAB (Distributeur automatique de billets)
1390004|01390|A|4588646.7569919|489470.78423309|Toilettes publiques,Boutique alimentaire,Station de gonflage,Carburant additivé,Espace bébé
1390006|01390|A|4589632.2355835|493223.09072943|Toilettes publiques,Douches,Boutique alimentaire,Restauration à emporter,Restauration sur place,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé
1390008|01390|A|4588588|489373|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé
1390009|01390|A|4588900|489400|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Bar,Station de gonflage,Carburant additivé,Aire de camping-cars,Piste poids lourds,Espace bébé,Bornes électriques,Automate CB 24/24,DAB (Distributeur automatique de billets)
1390010|01390|R|4593200|495800|Toilettes publiques,Laverie,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Station de gonflage,Vente de gaz domestique (Butane, Propane),Bornes électriques,Vente d'additifs carburants,Automate CB 24/24,DAB (Distributeur automatique de billets)
1390011|01390|A|4588550.5980051|489362.17878982|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé,Bornes électriques,Vente d'additifs carburants,Wifi,Automate CB 24/24
1400001|01400|R|4611900|496100|Toilettes publiques,Laverie,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Vente de pétrole lampant,Station de gonflage,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1400003|01400|R|4611634.99194|494863.274963|Vente de fioul domestique,Station de gonflage,Services réparation / entretien,DAB (Distributeur automatique de billets)
1400005|01400|R|4611765|496036|Toilettes publiques,Boutique alimentaire,Restauration à emporter,Station de gonflage,Carburant additivé,Location de véhicule,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1400006|01400|R|4611700|495000|
1410001|01410|R|4622300|586800|Services réparation / entretien,Automate CB 24/24
1430001|01430|A|4612370|549956|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Espace bébé,DAB (Distributeur automatique de billets)
1430003|01430|A|4611809.562494|549110.62795291|Toilettes publiques,Douches,Boutique alimentaire,Station de gonflage,Carburant additivé,Espace bébé
1430004|01430|R|4612800|554000|Toilettes publiques,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Bar,Station de gonflage,Carburant additivé,Piste poids lourds,Services réparation / entretien,Vente d'additifs carburants,Automate CB 24/24
1430005|01430|A|4612370|549956|
1440001|01440|R|4623800|522800|Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Services réparation / entretien
1440002|01440|R|4623600|526300|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Wifi
1440003|01440|R|4621700|521300|Toilettes publiques,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Vente de fioul domestique,Station de gonflage,Carburant additivé,Piste poids lourds,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
1460001|01460|R|4617225|557729|
1460002|01460|R|4618700|552600|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1460003|01460|R|4616600|557100|Piste poids lourds,Automate CB 24/24
1470001|01470|R|4579510|546083|Vente de fioul domestique,Station de gonflage,Carburant additivé,Services réparation / entretien
1470002|01470|R|4578776|545414|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Location de véhicule,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1480001|01480|R|4598403|475694|Vente de gaz domestique (Butane, Propane)
1480004|01480|R|4604981.7093241|476551.06176786|Vente de fioul domestique,Station de gonflage,Lavage automatique,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1500001|01500|R|4596243.9754254|535907.07856714|Station de gonflage,Automate CB 24/24
1500003|01500|R|4597600|530900|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Station de gonflage,Carburant additivé,Piste poids lourds,Vente d'additifs carburants,Wifi,Automate CB 24/24
1500004|01500|R|4595700|533285|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Vente de fioul domestique,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1500006|01500|R|4597592|530925|Toilettes publiques,Douches,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Station de gonflage,Carburant additivé,Piste poids lourds,Automate CB 24/24
1500007|01500|R|4597200|533800|Toilettes publiques,Restauration à emporter,Restauration sur place,Vente de pétrole lampant,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1500008|01500|R|4594000|537700|Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1510002|01510|R|4584755|565428|Station de gonflage,Carburant additivé,Vente de gaz domestique (Butane, Propane)
1510003|01510|R|4587300|569800|Laverie,Location de véhicule,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
1540001|01540|R|4619800|499400|Automate CB 24/24,DAB (Distributeur automatique de billets)
1540002|01540|R|4621979|498991|DAB (Distributeur automatique de billets)
1540003|01540|R|4621300|499500|Laverie,Piste poids lourds,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
1560001|01560|R|4645900|507500|Station de gonflage,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1570001|01570|R|4632900|488500|DAB (Distributeur automatique de billets)
1590001|01590|R|4632200|565600|Boutique non alimentaire,Vente de fioul domestique,Station de gonflage,Carburant additivé,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
1590002|01590|R|4632500|567200|Laverie,Boutique alimentaire,Vente de pétrole lampant,Location de véhicule,Piste poids lourds,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1600001|01700|R|4582800|497200|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1600002|01600|R|4593472.4745|479062.770497|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1600003|01600|R|4590400|482000|Toilettes publiques,Laverie,Relais colis,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Piste poids lourds,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1630001|01630|R|4624200|602500|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1630003|01630|R|4626326|602950|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1630004|01630|R|4618300|592900|Laverie,Relais colis,Station de gonflage,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),Bornes électriques,DAB (Distributeur automatique de billets)
1630005|01630|R|4625355.0323499|602703.33349454|
1640001|01640|R|4603500|539000|
1640003|01640|R|4603487.6030469|538945.26948339|Automate CB 24/24
1700003|01700|R|4587100|491200|
1700004|01700|A|4582600|499900|Laverie,Vente de fioul domestique,Vente de pétrole lampant,Station de gonflage,Location de véhicule,Piste poids lourds,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
1710001|01710|R|4622700|599300|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Vente de pétrole lampant,Station de gonflage,Lavage manuel,Espace bébé,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1750001|01750|R|4629900|488100|Location de véhicule,Lavage automatique,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1800001|01800|R|4590100|519100|Toilettes publiques,Laverie,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Station de gonflage,Location de véhicule,Vente de gaz domestique (Butane, Propane),Wifi,DAB (Distributeur automatique de billets)
1800002|01800|R|4582100|520000|
1800003|01800|R|4591162.3208373|518971.44887676|
1960001|01960|R|4618200|521400|Relais colis,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Location de véhicule,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
1960003|01960|R|4619090|521152|Toilettes publiques,Boutique alimentaire,Vente de fioul domestique,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane)
1960004|01960|R|4619089|521157|Toilettes publiques,Boutique alimentaire,Vente de fioul domestique,Station de gonflage,Carburant additivé,Lavage automatique,Vente de gaz domestique (Butane, Propane)
1960005|01960|R|4612800|516300|Laverie,Relais colis,Station de gonflage,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane),Bornes électriques,Automate CB 24/24,DAB (Distributeur automatique de billets)
1960006|01960|R|4619100|521100|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane)
1980001|01360|R|4577900|521300|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Lavage manuel,Services réparation / entretien,Vente de gaz domestique (Butane, Propane)
2000002|02000|R|4954800|361600|Station de gonflage,Carburant additivé,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
2000003|02000|R|4957005.31713|360820.562241|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
2000004|02000|R|4956949|364013|Boutique alimentaire,Carburant additivé,Piste poids lourds,Lavage automatique
2000005|02000|R|4956900|364600|Toilettes publiques,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Vente d'additifs carburants,Automate CB 24/24
2000007|02000|R|4957000|362100|
2000008|02000|R|4958700|364900|Location de véhicule,Piste poids lourds,Vente de gaz domestique (Butane, Propane)
2000009|02000|R|4958257.0669759|364425.13545677|Toilettes publiques,Laverie,Vente de pétrole lampant,Station de gonflage,Piste poids lourds,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),Bornes électriques,DAB (Distributeur automatique de billets)
2000010|02000|R|4956363.2230136|364568.61996276|
2000011|02000|R|4957100|365500|Boutique alimentaire,Station de gonflage,Piste poids lourds,Lavage automatique,Vente d'additifs carburants,Automate CB 24/24
2100001|02100|R|4985800|325300|Station de gonflage,Carburant additivé,Aire de camping-cars,Piste poids lourds,Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
2100003|02100|R|4984585.04082|330106.71352|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Piste poids lourds,Lavage automatique
2100006|02100|R|4983410|329966|Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Station de gonflage,Carburant additivé,Piste poids lourds,Lavage automatique,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
2100008|02100|R|4984400|327900|
2100009|02100|R|4984300|332300|Station de gonflage,Vente de gaz domestique (Butane, Propane),Automate CB 24/24
2100011|02100|R|4984800|327200|Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Carburant additivé,Piste poids lourds,Vente d'additifs carburants
2100012|02100|R|4986500|329100|Laverie,Station de gonflage,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
2100013|02100|R|4985366.40026|326295.970618|Vente de fioul domestique,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
2100014|02100|R|||Toilettes publiques,Boutique alimentaire,Boutique non alimentaire,Station de gonflage,Piste poids lourds,Lavage automatique
2100017|02100|R|4983290|330705|Boutique alimentaire,Lavage automatique,DAB (Distributeur automatique de billets)
2100018|02100|R|4984200|328400|Vente de fioul domestique,Carburant additivé,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets)
2100019|02100|R|4984785|330117|Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets)
